State,Year,Total Banks,Avg ROA,Avg Capital Ratio,Total Assets,Avg Uninsured Deposit Pct
GA,2023,146,1.495408623737043,14.81045639675496,612402177,27.701526288794348
GA,2024,144,1.4712688931749889,14.92719665884035,625925291,28.104893329734633
GA,2025,139,1.6142464879673675,15.00214723410176,640762763,27.88971920196493
GU,2018,3,0.5277367380927057,27.69717929949466,9559669,38.45274566681579
GU,2019,3,0.6082010359871849,28.05322445648098,9628644,37.46736178080229
GU,2020,3,0.04578360534967457,10.403594615713876,11145974,40.117360846939995
GU,2021,3,0.051031665733386626,11.247279656913863,13541523,45.12777986593024
GU,2022,3,-0.11026432913369166,12.193076651560768,12371295,46.54223123378989
GU,2023,3,-5.529779609885975,13.356712933112094,11231092,57.16025111616127
GU,2024,2,0.8266049476209238,20.839016252825402,10919472,47.139477659717535
GU,2025,2,0.6565921425607497,21.35840059549877,11876974,48.89223279381471
HI,2018,8,0.9566157032170738,16.060320961975684,213968821,27.041122957200557
HI,2019,8,1.0704657152401729,15.72601472213043,218737448,27.642566401313246
HI,2020,8,0.5845499734265135,15.057711049860059,239937536,28.6010656853355
HI,2021,8,0.9760192991222644,16.43739182726072,267884852,31.655626948948175
HI,2022,7,0.661446502617314,16.775148998171403,273770585,33.1365633923766
HI,2023,7,0.7438568006958132,16.393107743578067,278848897,33.27669503311731
HI,2024,7,0.6507341461395224,17.05743286924208,271437839,33.75779408099363
HI,2025,7,0.3451024742194585,15.862214565266749,265039639,35.6979273593891
IA,2018,295,1.262577512600606,19.900092502795072,341788717,19.307508507046983
IA,2019,286,1.249474512839052,19.918064321732324,359051972,20.056584591585857
IA,2020,272,1.1918964720614085,9.42237293120173,401567325,21.55374480127958
IA,2021,267,1.3636224491942421,9.652191624004713,447655131,23.508689881538213
IA,2022,257,1.1554030502163632,9.76617613644215,473603630,25.610019874653407
IA,2023,249,0.9750058718232368,9.472929782409043,489477130,24.126491588957236
IA,2024,239,1.3121221956347613,9.118409381980129,505211098,24.13067723229397
IA,2025,234,1.149502524422237,8.61771825166229,521318720,24.550396193734898
ID,2018,13,1.099654994843983,15.957664309291081,25538345,25.257218583673083
ID,2019,13,1.2825336616107794,16.535949121501975,25113207,26.332197712327037
ID,2020,11,1.0538717531081647,12.504436991745115,31992584,28.43789021707533
ID,2021,11,1.206171237747229,12.580881609001665,38326716,32.330722990968546
ID,2022,11,0.9858231202426253,12.437047756793588,41621342,34.13745285883189
ID,2023,11,1.2798317563087613,11.600878250266181,44290495,30.526361124701722
ID,2024,11,1.232351402121638,12.098803076347536,47566399,29.473718899265986
ID,2025,11,1.3330198424093627,12.64960256973995,47355431,29.261467486319717
IL,2018,453,0.9381311939138106,29.16345874212063,2017026762,16.129800820986095
IL,2019,434,0.9760030917258803,28.367198473094913,2049111321,16.55675492719887
IL,2020,413,0.8853566732382326,44.477828939349166,2352003030,18.202039096235605
IL,2021,402,1.0469693926429253,23.661302309547406,2526255927,20.810542613593082
IL,2022,388,0.8545572355652089,18.45551648734922,2460399983,22.62522369570788
IL,2023,375,1.013820306209185,16.399879766920712,2847514247,21.834791130345973
IL,2024,360,0.9362700610969754,16.49802156018889,2924860713,21.941367131287063
IL,2025,348,1.0555542427734088,16.625790535166587,3015664654,22.338723761642935
IN,2018,107,1.0968719332953987,24.386039180319745,378639487,22.78442245381335
IN,2019,103,1.105384305678497,24.683631442461905,415371809,23.14605857774504
IN,2020,101,1.0046801860320536,15.92957572965839,470734696,24.484148493161587
IN,2021,96,1.3963477795600912,16.223102861367433,526764517,27.05637938267617
IN,2022,93,1.060153405584476,14.8004512379728,659813769,29.02855074699926
IN,2023,93,0.8695467322890416,13.851800647552853,714212519,28.114705884345486
